cc_num,mean_spend,std_spend,spend_cv,txn_frequency,weekend_ratio,late_night_ratio,pct_food,pct_travel,pct_leisure,pct_health,merchant_diversity,large_txn_ratio,monthly_spend_cv,txn_regularity,spend_trend
502049568400,64.2088,217.0741,3.380752,60.75,0.292855,0.299318,0.241257,0.234581,0.178563,0.067394,0.386831,0.673451,0.626125,0.634244,-5.7852
503848303379,58.1136,119.9899,2.064749,91.25,0.315265,0.255085,0.216443,0.128665,0.221733,0.083937,0.296804,0.663817,0.263466,0.730759,39.0867
503874407318,58.5703,121.9167,2.081546,151.9167,0.332195,0.24946,0.190073,0.141272,0.262821,0.073163,0.185957,0.666583,0.425524,0.810918,98.1082
560881134780,59.5559,83.4111,1.400552,30.375,0.334305,0.308055,0.282354,0.164916,0.174146,0.077607,0.595336,0.644577,0.393006,0.474592,39.2681
561942763351,86.351,117.0477,1.355487,91.2083,0.311952,0.280803,0.317008,0.031577,0.302687,0.045506,0.291914,0.644718,0.316252,0.721516,55.3511
565399283797,90.8638,79.605,0.876091,30.25,0.32186,0.24071,0.205822,0.212609,0.247404,0.061307,0.590909,0.450884,0.409867,0.485404,41.7486
567868110212,83.1073,116.27,1.399035,151.7083,0.334808,0.269812,0.324124,0.029624,0.308176,0.048303,0.186213,0.64647,0.330014,0.809153,180.7121
568279015842,89.3533,76.7522,0.858975,60.75,0.306418,0.269106,0.221752,0.199612,0.252428,0.069875,0.391632,0.446195,0.332245,0.649659,33.3641
570273151375,57.5557,70.274,1.220974,30.375,0.306182,0.272406,0.23916,0.17499,0.145368,0.097549,0.602195,0.627828,0.43738,0.482156,23.6607
571314334723,54.6677,113.6578,2.079068,30.3333,0.285378,0.260035,0.200145,0.182724,0.195849,0.068405,0.597527,0.676832,0.583876,0.481176,49.8249
571365235126,58.5698,131.862,2.251364,181.8333,0.330725,0.271945,0.226403,0.164584,0.220764,0.053463,0.157424,0.676878,0.406418,0.827573,38.4866
571465035400,90.427,78.9096,0.872633,121.1667,0.309305,0.279504,0.212522,0.210806,0.268512,0.057971,0.227992,0.455432,0.352419,0.777091,209.3038
571844099986,64.5388,106.215,1.645754,90.8333,0.320805,0.339166,0.264755,0.155782,0.173808,0.033114,0.287156,0.615745,0.317954,0.726727,87.5992
573283817795,63.2502,107.4551,1.698889,30.2917,0.35044,0.40975,0.272612,0.11655,0.281305,0.032536,0.588721,0.640912,0.438124,0.485256,44.5068
573860193545,57.1881,134.7899,2.356956,121.5,0.293543,0.233366,0.205065,0.131448,0.277332,0.063129,0.228738,0.665955,0.302406,0.77911,107.2703
577588686219,70.0642,67.8682,0.968657,91.0417,0.385746,0.202688,0.096249,0.098244,0.361522,0.052771,0.28833,0.581212,0.339535,0.70583,147.251
580954173374,64.0636,130.3943,2.035389,60.75,0.320814,0.316792,0.2592,0.165193,0.166189,0.034347,0.390261,0.621684,0.359782,0.63085,88.9925
581293083266,93.6011,84.2798,0.900415,91.0833,0.32121,0.275413,0.196284,0.224555,0.274077,0.056148,0.290485,0.462562,0.304235,0.735131,111.6644
581508178315,97.1086,90.5284,0.932239,30.1667,0.323513,0.314216,0.187372,0.24263,0.277375,0.051057,0.592541,0.473475,0.376163,0.475577,18.5991
581686439828,57.2926,146.5361,2.557679,151.7917,0.345006,0.229548,0.219644,0.126858,0.225057,0.082084,0.18611,0.65581,0.398697,0.80959,134.3999
583699482621,70.6777,192.0319,2.717009,91.0833,0.297446,0.315321,0.241521,0.194502,0.185422,0.033692,0.289113,0.644294,0.532713,0.709556,151.6993
584673555952,61.4857,113.2585,1.842031,121.0,0.297269,0.369717,0.238467,0.163216,0.224493,0.064713,0.220386,0.661478,0.415865,0.772228,122.7847
630412733309,52.0216,68.6339,1.319335,30.3333,0.323097,0.310918,0.250568,0.163017,0.190962,0.084523,0.576923,0.634319,0.469567,0.475074,25.0704
630423337322,55.6029,158.2993,2.846964,181.4583,0.309524,0.229838,0.208157,0.158699,0.229389,0.050121,0.156372,0.681855,0.429161,0.834319,121.1118
630424987505,57.2744,146.3204,2.554729,181.75,0.329963,0.239852,0.226988,0.177437,0.225747,0.046074,0.154287,0.66775,0.388887,0.838024,169.5804
630425673344,66.8493,274.741,4.109853,91.0,0.37147,0.294905,0.238876,0.252187,0.198562,0.061011,0.286172,0.691943,0.576292,0.72226,39.3067
630441765090,64.6355,252.1078,3.900454,121.375,0.40961,0.275788,0.232713,0.216583,0.180319,0.07272,0.223481,0.673427,0.424245,0.777036,135.982
630451534402,60.0252,258.2685,4.302665,181.8333,0.272182,0.24457,0.211362,0.214098,0.227984,0.044535,0.157195,0.695253,0.397663,0.834151,20.55
630469040731,60.0231,87.4355,1.456696,121.2083,0.327232,0.30299,0.242771,0.157313,0.187936,0.062552,0.220694,0.651281,0.298873,0.773552,35.0194
630471368021,91.1014,78.9475,0.86659,30.3333,0.270467,0.282538,0.234358,0.216335,0.233771,0.060359,0.572802,0.445288,0.27881,0.470337,15.2719
630484879808,93.9381,85.5999,0.911238,121.4583,0.312254,0.266592,0.191847,0.224386,0.284009,0.055613,0.224014,0.466976,0.372738,0.776863,227.1097
639023984367,60.4881,226.5455,3.745289,151.5,0.322681,0.242274,0.217285,0.211018,0.215853,0.045601,0.185094,0.692457,0.42332,0.807426,270.3824
639030014711,88.8394,74.2044,0.835265,60.7917,0.332957,0.278266,0.220049,0.183227,0.25669,0.063031,0.392049,0.4433,0.37693,0.642181,58.057
639046421587,92.8255,83.929,0.904159,60.75,0.335602,0.265158,0.191022,0.224769,0.272995,0.06146,0.397119,0.464063,0.333803,0.639916,112.8968
639077309909,56.525,63.8803,1.130125,30.25,0.303743,0.30481,0.317365,0.133616,0.132901,0.040416,0.584022,0.573602,0.458152,0.492204,23.324
639095706599,59.5219,83.5782,1.404158,30.2917,0.32408,0.286757,0.242768,0.129467,0.192651,0.087042,0.583219,0.650614,0.468111,0.471982,11.8227
675909898057,81.8246,729.8015,8.919102,60.7917,0.282934,0.246734,0.195264,0.353439,0.133166,0.022803,0.391364,0.724909,1.30785,0.644315,59.7038
675945690716,55.3478,220.8547,3.990303,91.1667,0.291025,0.207479,0.13172,0.151856,0.401455,0.055475,0.293419,0.739077,0.498715,0.694996,76.4781
675961917837,76.7025,536.8914,6.999663,30.4167,0.507834,0.201695,0.192681,0.363122,0.143557,0.04364,0.589041,0.744664,1.315203,0.468316,-88.3038
675990301623,52.3453,88.3296,1.68744,121.4583,0.305539,0.265054,0.26297,0.162723,0.154127,0.057389,0.22916,0.654707,0.359556,0.769959,100.6959
676102124465,94.4711,182.4797,1.931593,121.25,0.286701,0.2604,0.275447,0.072654,0.332998,0.045656,0.227491,0.675506,0.395605,0.7705,180.9298
676118385837,61.4232,79.3369,1.291644,60.5,0.338916,0.325554,0.262637,0.157889,0.19248,0.06815,0.387052,0.635125,0.391635,0.628261,41.9117
676148621961,57.4355,75.2545,1.310243,60.6667,0.356444,0.329125,0.258702,0.17357,0.17774,0.069218,0.387363,0.636231,0.41808,0.641517,64.2465
676173792455,65.6816,127.4196,1.939958,90.9167,0.300268,0.294148,0.251422,0.16921,0.195424,0.033276,0.290559,0.621156,0.510349,0.718126,37.2996
676195318214,57.1419,131.4659,2.300692,121.1667,0.335302,0.261006,0.220033,0.143626,0.243042,0.068256,0.230399,0.675102,0.333836,0.77539,112.164
676234256292,91.0396,78.3529,0.860646,30.25,0.30467,0.264531,0.209482,0.203594,0.271961,0.058955,0.590909,0.450271,0.335894,0.480171,71.2379
676245600876,67.4087,133.6869,1.98323,60.7917,0.334742,0.318927,0.245369,0.175544,0.199911,0.038556,0.385195,0.622489,0.37879,0.639274,65.2309
676248282243,61.7671,91.0884,1.474708,60.75,0.303771,0.320664,0.242209,0.132352,0.221045,0.030204,0.390947,0.628556,0.417365,0.647884,71.9083
676275912597,97.0343,90.7323,0.935054,30.4167,0.306594,0.292341,0.191762,0.247828,0.284358,0.052847,0.584932,0.481874,0.423426,0.473794,40.4892
676281772837,71.1598,285.5591,4.012926,91.0833,0.320538,0.310997,0.261184,0.203282,0.204672,0.03529,0.288198,0.651344,0.540113,0.723154,20.7768
676292294938,57.3669,73.4345,1.280085,30.125,0.346666,0.287021,0.259936,0.170272,0.207937,0.055794,0.594744,0.633109,0.336463,0.478154,0.9981
676298633337,55.9665,107.3638,1.918358,90.875,0.275998,0.24599,0.242159,0.162623,0.214893,0.050978,0.289317,0.668011,0.330221,0.732037,105.4297
676308307625,60.7203,141.8258,2.335723,30.375,0.254559,0.230071,0.204019,0.102924,0.296305,0.05852,0.609053,0.665579,0.432265,0.478574,36.0927
676309913934,52.7127,93.1145,1.766451,60.5833,0.328266,0.245203,0.220535,0.143934,0.208219,0.072524,0.400963,0.648435,0.351446,0.648077,56.6806
676314217768,90.7257,107.8614,1.188874,30.3333,0.357609,0.253402,0.317002,0.023953,0.305383,0.043323,0.587912,0.630265,0.416327,0.473768,8.7051
676326610042,84.9701,101.1161,1.19002,30.25,0.320898,0.301424,0.326791,0.026808,0.255148,0.056787,0.593664,0.644103,0.439609,0.461107,57.3563
676369110710,56.5233,135.7758,2.402119,121.375,0.30581,0.249262,0.200085,0.158954,0.237917,0.06115,0.229317,0.672711,0.383523,0.772812,33.9558
676372984911,58.4476,178.3353,3.051201,151.5,0.301263,0.24267,0.212397,0.208423,0.201408,0.043702,0.183993,0.686105,0.438148,0.806152,152.1133
4006047418382,59.1827,87.1212,1.472074,60.6667,0.317906,0.287303,0.230298,0.151979,0.222837,0.074521,0.384615,0.650746,0.390212,0.648358,99.1632
4026222041577,84.787,121.4806,1.432774,30.3333,0.338204,0.291912,0.315819,0.040159,0.317876,0.04122,0.586538,0.655447,0.354968,0.469856,-33.3604
4066595222529,61.3774,120.9925,1.971287,91.0417,0.33969,0.277677,0.244956,0.166833,0.203113,0.06926,0.291991,0.666517,0.358109,0.725092,87.4993
4079773899158,58.8596,79.808,1.355905,121.25,0.32693,0.319188,0.261713,0.153253,0.199738,0.064673,0.220619,0.648995,0.286147,0.782348,126.6112
4103158249977,93.5092,85.2659,0.911845,30.3333,0.303852,0.257531,0.191217,0.224546,0.269552,0.057356,0.585165,0.46613,0.370839,0.492802,56.0372
4149635823017,58.6013,143.2075,2.443759,121.25,0.324772,0.225298,0.199586,0.150571,0.2474,0.066216,0.230241,0.668431,0.253333,0.782168,50.7551
4158008602445,48.5378,118.2038,2.435294,30.375,0.302465,0.325846,0.242024,0.156365,0.215781,0.040677,0.593964,0.666641,0.489159,0.478157,45.3682
4169388510116,61.4422,147.6571,2.403187,90.9167,0.357125,0.367679,0.250767,0.221693,0.185347,0.051792,0.280477,0.663146,0.32152,0.723703,66.1259
4186530744674,66.0946,113.7879,1.721592,90.9583,0.297318,0.323391,0.240754,0.112215,0.21037,0.036574,0.283555,0.62241,0.384197,0.724666,64.7283
4189814094741,49.4679,117.0009,2.365187,30.1667,0.331453,0.210077,0.188094,0.200311,0.237306,0.057428,0.61326,0.706937,0.587225,0.471128,36.8496
4195740185974,61.8779,79.7908,1.289488,60.75,0.31987,0.327246,0.272716,0.134478,0.193991,0.032362,0.399863,0.603213,0.322486,0.642548,49.969
4198470814557,57.2358,167.6643,2.929359,121.5,0.368101,0.23173,0.212666,0.165231,0.225655,0.064491,0.223937,0.678964,0.460493,0.768422,168.7138
4220345354880,65.6709,144.6406,2.202508,91.1667,0.317846,0.318716,0.274613,0.153028,0.159669,0.027672,0.290676,0.626998,0.414421,0.71753,67.9185
4239436242473,56.8551,131.7072,2.31654,60.5833,0.327041,0.223748,0.210435,0.14374,0.251447,0.061062,0.400963,0.656636,0.356863,0.651092,12.3482
4247921790666,66.8619,108.2993,1.619747,90.875,0.297074,0.328751,0.244375,0.140083,0.233806,0.029894,0.290234,0.640158,0.383517,0.720599,47.5918
4259996134423,63.8357,141.4931,2.21652,60.5833,0.341516,0.360677,0.222567,0.200055,0.183282,0.068776,0.390646,0.677081,0.332743,0.640456,71.0799
4260128500325,70.2194,65.5197,0.933071,90.875,0.377992,0.195279,0.091572,0.106302,0.381785,0.045496,0.291151,0.570564,0.355649,0.697517,213.5403
4279161831637,55.8318,156.3076,2.799618,60.5,0.340134,0.335231,0.242117,0.160694,0.261444,0.033593,0.408402,0.679103,0.48046,0.651563,125.8429
4294930380592,55.9148,71.3987,1.276919,121.375,0.36631,0.308456,0.287582,0.144775,0.19172,0.063024,0.223824,0.643133,0.295692,0.776063,67.1315
4306630852918,71.0344,145.6408,2.050285,60.7083,0.328742,0.29108,0.245636,0.142104,0.241071,0.026608,0.384351,0.635129,0.372511,0.637566,89.8182
4383521454815,59.9787,241.5255,4.026855,60.6667,0.284289,0.317342,0.180453,0.128394,0.303831,0.076935,0.404533,0.688622,0.635456,0.638568,9.7297
4393520897625,99.5407,97.7256,0.981766,60.7083,0.30474,0.2747,0.194981,0.277599,0.251046,0.052081,0.400824,0.491272,0.377333,0.639936,126.7152
4396682467723,61.6385,102.3938,1.661198,30.375,0.320181,0.350131,0.263003,0.105955,0.198476,0.046806,0.610425,0.62713,0.422858,0.476277,17.8216
4427805710168,44.0181,105.2111,2.390179,91.1667,0.377111,0.258761,0.190687,0.207186,0.233774,0.067798,0.296618,0.673337,0.440073,0.698745,48.4997
4440581794652,68.2465,199.8647,2.928572,30.375,0.318759,0.287697,0.238595,0.103065,0.24606,0.028587,0.576132,0.677888,0.621534,0.483812,20.2115
4464457352619,58.8317,198.1466,3.368027,151.5833,0.307243,0.311749,0.227386,0.194815,0.181501,0.050872,0.185542,0.683327,0.479131,0.808091,63.6942
4471568287204,64.448,112.8242,1.750625,60.5,0.354111,0.356473,0.244654,0.128036,0.221279,0.02719,0.38843,0.634795,0.376761,0.632648,-6.8369
4476840372112,51.8937,88.9738,1.71454,121.3333,0.323056,0.23079,0.207957,0.15485,0.2214,0.071817,0.231456,0.650246,0.376803,0.775838,80.1306
4481131401752,54.6482,110.2314,2.017108,60.7917,0.288744,0.256527,0.234548,0.147845,0.209533,0.071388,0.404387,0.653593,0.404321,0.643404,51.0987
4500002361389,58.5785,82.6954,1.411703,121.4167,0.307957,0.33668,0.26087,0.158201,0.208777,0.063528,0.222032,0.648779,0.354533,0.769751,131.5166
4505383113689,67.9349,185.6716,2.73308,60.75,0.326698,0.392557,0.238572,0.217063,0.164872,0.025612,0.394376,0.632867,0.48554,0.625776,28.0262
4538566639857,63.7339,134.8897,2.116451,91.0833,0.312817,0.287636,0.242764,0.156921,0.19076,0.038884,0.288655,0.637504,0.347904,0.720528,76.0586
4561546772499,58.6569,157.1118,2.678488,151.75,0.294366,0.237999,0.206051,0.157614,0.229884,0.067953,0.187534,0.678128,0.402032,0.807013,13.3429
4561892980175,61.8708,120.4185,1.946288,60.8333,0.360479,0.306302,0.259114,0.160182,0.176109,0.046028,0.388356,0.627237,0.466519,0.628516,48.57
4562827002127,61.0522,141.3351,2.314989,60.8333,0.332897,0.231637,0.185177,0.118579,0.254325,0.078538,0.40411,0.675097,0.417583,0.644682,48.9795
4585132874641,55.9923,141.5662,2.528315,91.2083,0.323366,0.29792,0.253896,0.14872,0.211006,0.051807,0.285975,0.688589,0.440873,0.709176,28.3292
4586260469584,61.76,113.987,1.845644,121.25,0.310167,0.315042,0.243577,0.197769,0.175089,0.055835,0.223024,0.652743,0.342561,0.776409,57.9734
4600155880464,67.7629,111.2098,1.641161,30.375,0.320268,0.294571,0.261292,0.13079,0.203324,0.031212,0.589849,0.607345,0.515704,0.477996,4.3655
4601636330889,63.3753,165.2332,2.607217,60.5833,0.252241,0.282042,0.208763,0.157353,0.234589,0.057994,0.40784,0.684644,0.398177,0.640771,69.9108
4605902936394,74.8235,179.4199,2.39791,30.4167,0.240272,0.363952,0.220383,0.081239,0.327058,0.019832,0.569863,0.676735,0.748578,0.480303,115.5369
4613314721966,94.4875,87.8037,0.929262,91.0833,0.323201,0.25734,0.205468,0.237082,0.262178,0.058359,0.288198,0.471773,0.3266,0.730491,118.5397
4623560839669,64.1899,159.751,2.488726,121.2083,0.323376,0.315632,0.25012,0.183788,0.234786,0.058732,0.222413,0.663183,0.367507,0.779062,-8.5132
4640395708703,59.4536,88.2774,1.48481,121.3333,0.316232,0.319702,0.247245,0.159352,0.183778,0.061359,0.221497,0.638054,0.326132,0.779891,123.8852
4642894980163,57.2509,145.0885,2.534257,121.3333,0.271944,0.229876,0.202618,0.155033,0.217214,0.071653,0.23283,0.67125,0.414188,0.777782,38.9937
4658117080136,65.4094,215.3851,3.292876,60.5833,0.378452,0.242819,0.191793,0.175829,0.235827,0.063753,0.402338,0.694512,0.509625,0.647916,78.7299
4681699462969,58.1189,156.6643,2.695581,151.875,0.310013,0.225309,0.192646,0.121245,0.271786,0.068599,0.187106,0.683163,0.372443,0.808422,61.266
4683638447911,94.0827,87.2473,0.927347,121.5,0.313258,0.281925,0.207322,0.239917,0.260012,0.058401,0.225652,0.469664,0.295775,0.778976,112.2986
4687263141103,57.2009,148.6797,2.599254,30.3333,0.400451,0.246686,0.246739,0.174071,0.24223,0.059233,0.601648,0.664662,0.714169,0.464282,22.9631
4745996322265,74.4954,166.0892,2.229524,182.25,0.372679,0.187654,0.095765,0.127697,0.385015,0.044312,0.15615,0.599236,0.32991,0.815051,212.4158
4755696071492,62.46,197.8378,3.167431,151.8333,0.288066,0.256217,0.171894,0.156801,0.269368,0.075469,0.185785,0.693456,0.361807,0.807529,142.0093
4760122961662,57.3264,69.3416,1.209592,30.2917,0.321301,0.326996,0.312381,0.176184,0.184815,0.033026,0.58597,0.626837,0.391931,0.493663,32.5867
4783226709001,57.5939,89.8245,1.559619,91.1667,0.344185,0.370033,0.269328,0.189228,0.162012,0.074247,0.28245,0.634638,0.387723,0.724445,75.3971
4788103653396,69.8378,115.3516,1.651707,60.7083,0.299743,0.285485,0.241233,0.106746,0.213413,0.036141,0.38641,0.632071,0.447906,0.631966,122.9489
4806443445305,55.5623,197.5659,3.555756,30.4167,0.444785,0.200141,0.13989,0.268249,0.272368,0.054473,0.60411,0.775017,0.860782,0.453525,53.0873
4807552641361,62.3051,130.7834,2.09908,30.4167,0.434631,0.372276,0.228969,0.187516,0.178548,0.065191,0.586301,0.666969,0.526534,0.483569,25.2683
4809701904914,86.1512,113.4819,1.317241,121.5833,0.350438,0.254282,0.305242,0.035535,0.323709,0.04319,0.226868,0.652132,0.332591,0.770078,245.9126
4862293128558,60.848,211.7264,3.479596,121.3333,0.310995,0.285522,0.243987,0.208484,0.170395,0.056107,0.222871,0.665609,0.461184,0.779685,141.629
4900628639996,60.2757,153.0023,2.538374,151.7917,0.342233,0.253249,0.201543,0.149409,0.269645,0.077872,0.186934,0.671645,0.378971,0.808507,122.9312
4917226033950,56.1456,84.5189,1.505352,30.375,0.306994,0.257341,0.279256,0.158209,0.197672,0.077966,0.595336,0.65304,0.425435,0.485419,42.0086
4957924165498,63.8362,164.973,2.584316,60.7917,0.340443,0.293846,0.227827,0.186198,0.200252,0.06395,0.381083,0.686002,0.446478,0.640376,74.2847
4981132848794,62.4172,125.0615,2.003639,91.0833,0.34963,0.32472,0.241682,0.195212,0.211254,0.050758,0.284995,0.674815,0.317797,0.723383,52.9218
4988304376504,61.5397,106.9646,1.738139,121.4583,0.349516,0.339436,0.249806,0.160255,0.223038,0.070158,0.224014,0.656825,0.355202,0.770838,98.4376
4990494243023,59.9841,116.3108,1.939025,121.2917,0.336626,0.352181,0.255957,0.166564,0.171406,0.070525,0.220543,0.650543,0.388246,0.776069,32.2265
30011465039817,84.424,110.5074,1.308957,30.2917,0.323817,0.290673,0.284683,0.026072,0.28167,0.054485,0.598349,0.656415,0.351898,0.485115,23.4828
30026790933302,92.5497,80.1129,0.86562,121.6667,0.341222,0.258756,0.211281,0.210846,0.268553,0.063683,0.227055,0.453599,0.300092,0.778267,180.2277
30029052116970,54.8827,108.8567,1.983445,121.4583,0.339719,0.241483,0.209999,0.144124,0.209955,0.08471,0.231218,0.650275,0.36166,0.768579,33.982
30030380240193,91.616,79.0381,0.862711,121.4583,0.289406,0.263377,0.215155,0.205418,0.283196,0.053528,0.225386,0.453251,0.324887,0.772854,205.4972
30033162392091,93.8774,84.6714,0.901936,60.7917,0.314286,0.268122,0.202613,0.240669,0.262284,0.058566,0.395476,0.464306,0.32745,0.64246,67.0344
30042378430132,52.4007,104.1405,1.987388,30.375,0.299081,0.194236,0.212461,0.123881,0.206494,0.05846,0.609053,0.659771,0.528887,0.471155,44.4998
30044330818990,84.8204,104.6837,1.234181,151.5833,0.351605,0.275826,0.321817,0.02898,0.298625,0.046103,0.185267,0.645458,0.318183,0.805106,177.017
30074693890476,87.9168,121.2349,1.378973,121.5417,0.318956,0.264265,0.316402,0.03327,0.301828,0.040376,0.228317,0.659684,0.348977,0.776593,104.7495
30082025922891,67.3702,156.052,2.316334,91.0833,0.330616,0.306366,0.228468,0.171949,0.192301,0.032399,0.283623,0.649903,0.387244,0.728613,96.9041
30092964733035,83.2363,112.7056,1.354043,60.625,0.295879,0.257659,0.327465,0.026973,0.297905,0.043262,0.398625,0.655635,0.305001,0.626887,75.1127
30103132002433,84.0928,105.1767,1.250721,60.75,0.336606,0.299888,0.324914,0.03845,0.300359,0.036897,0.407407,0.658914,0.424053,0.638368,120.6859
30118423745458,58.5209,120.3572,2.056655,121.4167,0.336681,0.248711,0.200084,0.154885,0.237115,0.07702,0.229581,0.65977,0.348602,0.779128,51.8901
30131826429364,85.5454,125.8653,1.471327,151.7083,0.367116,0.272152,0.314422,0.026901,0.31176,0.049378,0.184015,0.662169,0.354872,0.803655,163.422
30135235368675,86.623,109.9504,1.269297,91.0417,0.342985,0.259729,0.319555,0.027752,0.31588,0.053767,0.288787,0.652664,0.370451,0.724513,75.083
30143535920989,63.8104,501.3342,7.856629,90.9167,0.39168,0.204759,0.201567,0.348982,0.127077,0.042495,0.292851,0.704306,1.028879,0.722801,313.707
30143713661454,64.4381,215.5389,3.344898,60.75,0.26457,0.280649,0.220571,0.20604,0.179342,0.051405,0.388203,0.694378,0.773391,0.647562,54.7304
30150717898388,59.3315,96.6265,1.628586,91.2083,0.312377,0.320472,0.240001,0.156836,0.19396,0.06271,0.285975,0.64559,0.278525,0.732207,77.1329
30153452207526,61.5732,81.5675,1.324726,91.0833,0.319435,0.323343,0.269558,0.130734,0.17599,0.037618,0.286825,0.606562,0.32473,0.723791,42.8007
30175986190993,60.3644,83.2212,1.378648,121.2083,0.318585,0.319727,0.270162,0.144862,0.220343,0.061271,0.22482,0.644451,0.305898,0.780871,119.3856
30181367542315,55.5111,88.5456,1.595099,30.3333,0.316267,0.368049,0.246652,0.177166,0.188575,0.058035,0.611264,0.664269,0.501959,0.491067,22.8379
30197398657930,87.0446,125.3861,1.440481,121.125,0.301795,0.282209,0.327925,0.032227,0.30687,0.042916,0.228414,0.66112,0.307885,0.772365,94.2402
30199621383748,84.7197,125.4696,1.480996,151.7917,0.337937,0.272484,0.318255,0.038827,0.302822,0.042979,0.18611,0.657012,0.352021,0.806333,177.9046
30230540139182,92.6862,83.9942,0.906222,90.9167,0.330908,0.273385,0.198474,0.224682,0.266767,0.058288,0.288726,0.465565,0.287546,0.727727,98.4504
30234966027947,56.876,125.7365,2.210713,151.75,0.317747,0.229065,0.208655,0.122888,0.233956,0.068105,0.186985,0.674079,0.358382,0.813363,188.9612
30235268718158,70.6927,344.4669,4.872737,91.0833,0.248783,0.268487,0.169787,0.202558,0.254734,0.062156,0.296889,0.713388,0.478887,0.731152,64.1064
30235438713303,57.4945,131.3869,2.285208,151.625,0.303112,0.237493,0.194498,0.152391,0.231047,0.067174,0.188513,0.6636,0.33478,0.808237,82.4867
30238755902988,53.8054,121.84,2.264458,181.5417,0.324784,0.275837,0.234256,0.165505,0.202771,0.05001,0.155612,0.673435,0.327288,0.831488,46.3522
30242921189660,62.7041,159.5372,2.544289,60.7083,0.272129,0.348624,0.240983,0.13765,0.19761,0.054417,0.390528,0.679301,0.464464,0.642402,54.7831
30248898834493,57.5609,74.4456,1.293336,60.6667,0.311804,0.304582,0.271157,0.17029,0.165325,0.065809,0.388736,0.638084,0.37124,0.635545,52.6207
30263540414123,59.4917,85.9536,1.444801,91.125,0.31165,0.364713,0.248666,0.158198,0.193122,0.069976,0.283951,0.651815,0.382584,0.717676,77.1969
30266994494236,58.0288,171.9094,2.962486,90.9167,0.341854,0.299493,0.230646,0.166556,0.233868,0.048043,0.289643,0.666922,0.501472,0.726233,148.6512
30270432095985,55.6301,141.1009,2.536412,182.375,0.307536,0.256792,0.231703,0.152085,0.214723,0.035993,0.155358,0.679771,0.363024,0.833184,220.7739
30273037698427,71.2548,70.7949,0.993546,181.9583,0.3858,0.195405,0.101783,0.096834,0.388932,0.049649,0.156171,0.587283,0.340447,0.809877,365.9674
30290551782700,64.6218,128.9256,1.995078,90.75,0.317623,0.308109,0.255416,0.148913,0.210459,0.038476,0.293388,0.622943,0.310126,0.714432,77.5418
30328384440870,62.5685,119.041,1.902572,91.125,0.348838,0.303911,0.277048,0.161689,0.197205,0.075162,0.283036,0.654458,0.365598,0.721706,89.3664
30343344410970,66.7639,266.7013,3.994691,91.125,0.384682,0.304739,0.261992,0.203008,0.188162,0.02765,0.287609,0.644173,0.479665,0.730619,139.0753
30344654314976,59.3919,96.2528,1.620639,60.625,0.343404,0.33248,0.273845,0.133261,0.217229,0.074977,0.405498,0.656118,0.377224,0.636298,23.3159
